,Class,Paths,Pixel
197,0,DATA/no/49 no.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 2  2  2]
  ...
  [68 68 68]
  [69 69 69]
  [64 64 64]]]"
119,1,DATA/yes/Y58.JPG,"[[[ 21  21  21]
  [ 21  21  21]
  [ 21  21  21]
  ...
  [ 21  21  21]
  [ 22  22  22]
  [ 23  23  23]]

 [[ 21  21  21]
  [ 21  21  21]
  [ 21  21  21]
  ...
  [ 22  22  22]
  [ 22  22  22]
  [ 22  22  22]]

 [[ 22  22  22]
  [ 22  22  22]
  [ 23  23  23]
  ...
  [ 29  29  29]
  [ 32  32  32]
  [ 31  31  31]]

 ...

 [[174 176 173]
  [207 209 206]
  [227 229 226]
  ...
  [ 27  27  27]
  [ 31  31  31]
  [ 30  30  30]]

 [[ 29  29  29]
  [ 30  30  30]
  [ 33  33  33]
  ...
  [ 86  86  86]
  [ 91  91  91]
  [ 84  84  84]]

 [[ 61  61  61]
  [ 38  38  38]
  [ 34  34  34]
  ...
  [ 98  98  98]
  [ 96  96  96]
  [ 94  94  94]]]"
131,1,DATA/yes/Y71.JPG,"[[[  9   9   9]
  [  8   8   8]
  [  6   6   6]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 [[  2   2   2]
  [  4   4   4]
  [  6   6   6]
  ...
  [  6   6   6]
  [  4   4   4]
  [  4   4   4]]

 [[  6   6   6]
  [  7   7   7]
  [  8   8   8]
  ...
  [  1   1   1]
  [  3   3   3]
  [  6   6   6]]

 ...

 [[ 51  51  51]
  [ 38  38  38]
  [ 18  18  18]
  ...
  [162 162 162]
  [161 161 161]
  [161 161 161]]

 [[166 166 166]
  [171 171 171]
  [170 170 170]
  ...
  [140 140 140]
  [115 115 115]
  [123 123 123]]

 [[142 142 142]
  [150 150 150]
  [149 149 149]
  ...
  [ 74  74  74]
  [ 75  75  75]
  [ 79  79  79]]]"
70,1,DATA/yes/Y243.JPG,"[[[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 [[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 [[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 ...

 [[ 85  85  85]
  [ 66  66  66]
  [ 40  40  40]
  ...
  [  1   1   1]
  [ 11  11  11]
  [ 31  31  31]]

 [[ 83  83  83]
  [109 109 109]
  [121 121 121]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 [[  2   2   2]
  [  2   2   2]
  [  3   3   3]
  ...
  [  8   8   8]
  [  2   2   2]
  [  5   5   5]]]"
82,1,DATA/yes/Y254.jpg,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  1   1   1]]

 [[  5   5   5]
  [  7   7   7]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 81  81  81]
  [ 77  77  77]
  [ 87  87  87]
  ...
  [ 83  83  83]
  [ 87  87  87]
  [ 87  87  87]]

 [[ 83  83  83]
  [ 77  77  77]
  [ 72  72  72]
  ...
  [ 81  81  81]
  [ 79  79  79]
  [ 82  82  82]]

 [[ 90  90  90]
  [100 100 100]
  [109 109 109]
  ...
  [151 151 151]
  [174 174 174]
  [162 162 162]]]"
8,1,DATA/yes/Y106.jpg,"[[[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  2   2   2]
  [  3   3   3]
  [  4   4   4]]

 [[  5   5   5]
  [  4   4   4]
  [  4   4   4]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 ...

 [[229 229 229]
  [200 200 200]
  [202 202 202]
  ...
  [199 199 199]
  [127 127 127]
  [136 136 136]]

 [[177 177 177]
  [171 171 171]
  [120 120 120]
  ...
  [170 170 170]
  [171 171 171]
  [169 169 169]]

 [[166 166 166]
  [154 154 154]
  [138 138 138]
  ...
  [240 240 240]
  [209 209 209]
  [195 195 195]]]"
32,1,DATA/yes/Y157.JPG,"[[[  6   6   6]
  [  6   6   6]
  [  6   6   6]
  ...
  [  6   6   6]
  [  6   6   6]
  [  6   6   6]]

 [[  6   6   6]
  [  6   6   6]
  [  6   6   6]
  ...
  [  6   6   6]
  [  6   6   6]
  [  6   6   6]]

 [[  6   6   6]
  [  6   6   6]
  [  6   6   6]
  ...
  [  6   6   6]
  [  6   6   6]
  [  6   6   6]]

 ...

 [[  8   8   8]
  [  7   7   7]
  [  7   7   7]
  ...
  [ 38  38  38]
  [ 71  71  71]
  [103 103 103]]

 [[126 126 126]
  [132 132 132]
  [132 132 132]
  ...
  [135 135 135]
  [118 118 118]
  [119 119 119]]

 [[109 109 109]
  [ 71  71  71]
  [ 54  54  54]
  ...
  [ 31  31  31]
  [ 33  33  33]
  [ 38  38  38]]]"
80,1,DATA/yes/Y252.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[17 17 17]
  [13 13 13]
  [21 21 21]
  ...
  [ 1  1  1]
  [14 14 14]
  [64 64 64]]

 [[15 15 15]
  [ 1  1  1]
  [ 0  0  0]
  ...
  [10 10 10]
  [ 8  8  8]
  [ 6  6  6]]

 [[ 6  6  6]
  [ 8  8  8]
  [10 10 10]
  ...
  [22 22 22]
  [25 25 25]
  [18 18 18]]]"
247,0,DATA/no/no 95.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  1   1   0]]

 [[  0   0   0]
  [  0   0   0]
  [  1   1   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  3  10  20]]

 ...

 [[137 133 132]
  [134 129 109]
  [ 90  86  94]
  ...
  [116 113 100]
  [ 91  95  96]
  [ 90  83  81]]

 [[ 88 102 122]
  [129 131 133]
  [129 130 132]
  ...
  [  5   4   2]
  [  0   0   0]
  [  0  23  90]]

 [[142 144 136]
  [141 145 143]
  [136 126 125]
  ...
  [  1   0   0]
  [  1   0   0]
  [  0   0   0]]]"
35,1,DATA/yes/Y16.JPG,"[[[ 30  30  30]
  [ 30  30  30]
  [ 30  30  30]
  ...
  [ 28  28  28]
  [ 28  28  28]
  [ 28  28  28]]

 [[ 28  28  30]
  [ 28  28  30]
  [ 28  28  30]
  ...
  [ 25  25  27]
  [ 25  25  27]
  [ 25  25  27]]

 [[ 25  25  27]
  [ 27  27  29]
  [ 27  27  29]
  ...
  [ 24  24  24]
  [ 23  23  25]
  [ 22  21  26]]

 ...

 [[ 19  19  21]
  [ 19  19  21]
  [ 17  18  20]
  ...
  [214 213 219]
  [211 210 216]
  [209 208 214]]

 [[207 206 212]
  [202 201 207]
  [197 196 202]
  ...
  [218 217 222]
  [219 218 223]
  [220 219 224]]

 [[220 219 224]
  [216 215 220]
  [214 213 218]
  ...
  [111 112 117]
  [112 113 118]
  [128 129 134]]]"
199,0,DATA/no/50 no.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 2  2  2]
  [ 5  5  5]
  [ 6  6  6]]

 ...

 [[60 60 60]
  [63 63 63]
  [64 64 64]
  ...
  [35 35 35]
  [47 47 47]
  [47 47 47]]

 [[37 37 37]
  [71 71 71]
  [55 55 55]
  ...
  [62 62 62]
  [59 59 59]
  [58 58 58]]

 [[57 57 57]
  [50 50 50]
  [45 45 45]
  ...
  [48 48 48]
  [46 46 46]
  [46 46 46]]]"
125,1,DATA/yes/Y65.JPG,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  3   5   2]
  [  5   7   4]
  [  3   5   2]]

 [[  1   3   0]
  [  2   4   1]
  [  3   5   2]
  ...
  [  0   0   0]
  [  0   0   0]
  [  1   1   1]]

 ...

 [[  1   1   1]
  [  0   0   0]
  [  0   0   0]
  ...
  [125 127 124]
  [125 127 124]
  [123 125 122]]

 [[121 123 120]
  [126 128 125]
  [131 133 130]
  ...
  [254 254 252]
  [254 254 252]
  [254 254 252]]

 [[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [ 84  86  83]
  [ 83  85  82]
  [ 83  85  82]]]"
1,1,DATA/yes/Y10.jpg,"[[[255 255 255]
  [255 255 252]
  [251 255 255]
  ...
  [190 190 190]
  [190 190 190]
  [190 188 188]]

 [[188 188 188]
  [188 188 188]
  [190 190 190]
  ...
  [ 27  27  27]
  [ 27  27  26]
  [ 26  26  26]]

 [[ 26  26  26]
  [ 26  26  26]
  [ 26  26  26]
  ...
  [ 26  26  26]
  [ 26  26  26]
  [ 26  26  26]]

 ...

 [[ 56  36  49]
  [ 58  55  73]
  [106 121 118]
  ...
  [119 119 114]
  [ 98  76  59]
  [ 78  94 115]]

 [[130 136 137]
  [138 141 142]
  [137 133 133]
  ...
  [228 238 246]
  [252 240 240]
  [239 234 225]]

 [[213 202 195]
  [165 153 136]
  [120 105  89]
  ...
  [ 98  94  95]
  [ 97 102 109]
  [116 123 127]]]"
49,1,DATA/yes/Y180.jpg,"[[[ 39  35  36]
  [ 37  33  34]
  [ 35  31  32]
  ...
  [ 40  38  39]
  [ 41  39  40]
  [ 40  38  39]]

 [[ 39  37  38]
  [ 39  37  38]
  [ 40  38  39]
  ...
  [ 34  30  31]
  [ 34  30  31]
  [ 34  30  31]]

 [[ 35  31  32]
  [ 35  31  32]
  [ 36  32  33]
  ...
  [ 23  23  23]
  [ 30  30  30]
  [ 39  39  39]]

 ...

 [[123 124 128]
  [122 123 127]
  [124 125 129]
  ...
  [ 88  89  93]
  [ 88  89  93]
  [ 89  90  94]]

 [[ 85  86  90]
  [ 87  88  92]
  [ 91  92  96]
  ...
  [244 246 245]
  [251 253 252]
  [252 254 253]]

 [[246 248 247]
  [246 247 251]
  [242 243 247]
  ...
  [167 168 173]
  [167 168 173]
  [168 169 174]]]"
160,0,DATA/no/14 no.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [14 14 14]
  [13 13 13]
  [ 0  0  0]]

 [[ 1  1  1]
  [20 20 20]
  [38 38 38]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [10 10 10]
  [ 9  9  9]
  [ 0  0  0]]]"
76,1,DATA/yes/Y249.JPG,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[ 28  28  28]
  [ 64  64  64]
  [136 136 136]
  ...
  [  2   2   2]
  [  4   4   4]
  [  8   8   8]]

 [[  4   4   4]
  [  2   2   2]
  [  0   0   0]
  ...
  [  3   3   3]
  [  3   3   3]
  [  2   2   2]]

 [[  0   0   0]
  [  0   0   0]
  [  3   3   3]
  ...
  [  3   3   3]
  [  2   2   2]
  [  1   1   1]]]"
26,1,DATA/yes/Y148.JPG,"[[[255 255 255]
  [234 234 234]
  [  2   2   2]
  ...
  [ 13  13  13]
  [ 14  14  14]
  [  6   6   6]]

 [[ 18  18  18]
  [  0   0   0]
  [ 24  24  24]
  ...
  [ 10  10  10]
  [  0   0   0]
  [  7   7   7]]

 [[  3   3   3]
  [  0   0   0]
  [ 14  14  14]
  ...
  [  0   0   0]
  [  3   3   3]
  [  9   9   9]]

 ...

 [[155 155 155]
  [167 167 167]
  [166 166 166]
  ...
  [163 163 163]
  [157 157 157]
  [167 167 167]]

 [[160 160 160]
  [166 166 166]
  [162 162 162]
  ...
  [120 120 120]
  [121 121 121]
  [115 115 115]]

 [[108 108 108]
  [ 93  93  93]
  [105 105 105]
  ...
  [  4   4   4]
  [  3   3   3]
  [  5   5   5]]]"
36,1,DATA/yes/Y160.JPG,"[[[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 4  4  4]
  [ 4  4  4]
  [ 3  3  3]
  ...
  [ 2  2  2]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [ 4  4  4]
  [ 5  5  5]
  [ 5  5  5]]

 ...

 [[ 9  9  9]
  [ 0  0  0]
  [ 5  5  5]
  ...
  [38 38 38]
  [44 44 44]
  [55 55 55]]

 [[58 58 58]
  [47 47 47]
  [34 34 34]
  ...
  [68 68 68]
  [72 72 72]
  [75 75 75]]

 [[75 75 75]
  [74 74 74]
  [74 74 74]
  ...
  [82 82 82]
  [79 79 79]
  [72 72 72]]]"
56,1,DATA/yes/Y187.jpg,"[[[  0   0   0]
  [ 11  11  11]
  [ 17  17  17]
  ...
  [ 12  12  12]
  [ 13  13  13]
  [ 13  13  13]]

 [[ 13  13  13]
  [ 13  13  13]
  [ 13  13  13]
  ...
  [  9   9   9]
  [ 10  10  10]
  [ 11  11  11]]

 [[ 12  12  12]
  [ 13  13  13]
  [ 14  14  14]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 ...

 [[111 111 111]
  [ 91  91  91]
  [120 120 120]
  ...
  [ 56  56  56]
  [ 55  55  55]
  [ 56  56  56]]

 [[ 59  59  59]
  [ 61  61  61]
  [ 58  58  58]
  ...
  [ 97  97  97]
  [ 43  43  43]
  [ 24  24  24]]

 [[ 23  23  23]
  [ 18  18  18]
  [ 21  21  21]
  ...
  [ 33  33  33]
  [ 38  38  38]
  [ 28  28  28]]]"
174,0,DATA/no/28 no.jpg,"[[[  9   9   9]
  [  9   9   9]
  [  9   9   9]
  ...
  [ 10  10  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 10  10  10]
  [ 10  10  10]
  [ 10  10  10]
  ...
  [ 10  10  10]
  [ 10  10  10]
  [  9   9   9]]

 [[  9   9   9]
  [  9   9   9]
  [ 10  10  10]
  ...
  [ 10  10  10]
  [ 10  10  10]
  [ 10  10  10]]

 ...

 [[108 108 108]
  [ 99  99  99]
  [ 97  97  97]
  ...
  [ 46  46  46]
  [ 16  16  16]
  [ 17  17  17]]

 [[ 50  50  50]
  [ 82  82  82]
  [ 97  97  97]
  ...
  [ 11  11  11]
  [  7   7   7]
  [  5   5   5]]

 [[ 20  20  20]
  [ 48  48  48]
  [ 74  74  74]
  ...
  [ 11  11  11]
  [  8   8   8]
  [  8   8   8]]]"
220,0,DATA/no/No13.jpg,"[[[6 6 6]
  [6 6 6]
  [6 6 6]
  ...
  [6 6 6]
  [6 6 6]
  [6 6 6]]

 [[6 6 6]
  [6 6 6]
  [6 6 6]
  ...
  [6 6 6]
  [6 6 6]
  [6 6 6]]

 [[6 6 6]
  [6 6 6]
  [6 6 6]
  ...
  [6 6 6]
  [6 6 6]
  [6 6 6]]

 ...

 [[6 6 6]
  [6 6 6]
  [6 6 6]
  ...
  [5 5 5]
  [5 5 5]
  [5 5 5]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [6 6 6]
  [6 6 6]
  [6 6 6]]

 [[6 6 6]
  [6 6 6]
  [6 6 6]
  ...
  [6 6 6]
  [6 6 6]
  [6 6 6]]]"
212,0,DATA/no/N21.jpg,"[[[  3   3   3]
  [  3   3   3]
  [  3   3   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   0]
  [  0   0   0]
  [  1   1   5]
  ...
  [  3   0   0]
  [  1   1   1]
  [  1   1   1]]

 [[  0   0   1]
  [  1   1   1]
  [  0   0   0]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[174 144 106]
  [ 77  58  45]
  [ 34  29  19]
  ...
  [116 105  97]
  [ 90  89  90]
  [ 92  94  97]]

 [[103 120 133]
  [142 149 148]
  [142 141 141]
  ...
  [166 165 157]
  [136 117  94]
  [ 71  61  51]]

 [[ 40  32  22]
  [ 16  13  10]
  [  5   0   4]
  ...
  [  2   1   1]
  [  1   2   2]
  [  3   3   3]]]"
182,0,DATA/no/35 no.jpg,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [ 37  37  37]
  [ 32  32  32]
  [146 146 146]]]"
29,1,DATA/yes/Y154.jpg,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  6   6   6]
  ...
  [116 116 116]
  [113 113 113]
  [111 111 111]]

 [[110 110 110]
  [112 112 112]
  [114 114 114]
  ...
  [ 77  77  77]
  [ 79  79  79]
  [ 80  80  80]]

 [[ 82  82  82]
  [ 77  77  77]
  [ 69  69  69]
  ...
  [ 93  93  93]
  [ 93  93  93]
  [ 94  94  94]]]"
18,1,DATA/yes/Y116.JPG,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]"
178,0,DATA/no/31 no.jpg,"[[[  4  38 101]
  [ 23  55 116]
  [ 38  67 125]
  ...
  [  0  52 112]
  [  0  52 110]
  [  0  52 108]]

 [[  0  52 106]
  [  0  51 106]
  [  0  54 107]
  ...
  [  9  58  99]
  [ 36  85 126]
  [  0  37  78]]

 [[  0  47 113]
  [ 10  59 125]
  [ 36  85 152]
  ...
  [  3  48 107]
  [  3  48 107]
  [  3  48 107]]

 ...

 [[ 53  53  53]
  [ 44  44  44]
  [ 39  39  39]
  ...
  [ 70  70  70]
  [ 45  45  45]
  [ 49  49  49]]

 [[ 39  39  39]
  [ 36  36  36]
  [ 40  40  40]
  ...
  [ 87  87  87]
  [ 84  84  84]
  [ 79  79  79]]

 [[ 82  82  82]
  [ 79  79  79]
  [ 75  75  75]
  ...
  [104 104 104]
  [102 102 102]
  [ 99  99  99]]]"
143,1,DATA/yes/Y86.JPG,"[[[  7   7   7]
  [  7   7   7]
  [  7   7   7]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[  8   8   8]
  [  8   8   8]
  [  8   8   8]
  ...
  [  8   8   8]
  [  6   6   6]
  [  5   5   5]]

 [[  5   5   5]
  [  7   7   7]
  [  9   9   9]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 ...

 [[ 76  76  76]
  [ 72  72  72]
  [ 68  68  68]
  ...
  [  2   2   2]
  [  6   6   6]
  [  6   6   6]]

 [[  0   0   0]
  [ 26  26  26]
  [ 36  36  36]
  ...
  [ 29  29  29]
  [ 24  24  24]
  [ 31  31  31]]

 [[ 33  33  33]
  [ 58  58  58]
  [120 120 120]
  ...
  [ 21  21  21]
  [ 31  31  31]
  [ 37  37  37]]]"
61,1,DATA/yes/Y194.jpg,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]"
55,1,DATA/yes/Y186.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[121 121 121]
  [120 120 120]
  [121 121 121]
  ...
  [104 104 104]
  [104 104 104]
  [105 105 105]]

 [[105 105 105]
  [105 105 105]
  [105 105 105]
  ...
  [ 73  73  73]
  [ 76  76  76]
  [ 75  75  75]]

 [[ 69  69  69]
  [ 45  45  45]
  [ 42  42  42]
  ...
  [121 121 121]
  [119 119 119]
  [117 117 117]]]"
